shipment_id,order_id,carrier,distance_km,shipping_cost,delivery_time_days,promised_days,delivery_status
SHP_ORD_08577,ORD_08577,FedEx,1370.72,5052.26,5,4,Late
SHP_ORD_08578,ORD_08578,DTDC,755.55,2604.93,4,4,On-Time
SHP_ORD_08579,ORD_08579,FedEx,1302.21,3865.69,4,2,Late
SHP_ORD_08580,ORD_08580,BlueDart,1257.73,3710.76,2,2,On-Time
SHP_ORD_08581,ORD_08581,DTDC,1196.37,5933.67,5,4,Late
SHP_ORD_08582,ORD_08582,Delhivery,1379.45,6419.15,3,3,On-Time
SHP_ORD_08583,ORD_08583,BlueDart,1978.65,8747.49,4,2,Late
SHP_ORD_08584,ORD_08584,FedEx,274.70,972.46,3,3,On-Time
SHP_ORD_08585,ORD_08585,DTDC,1721.29,7773.99,4,4,On-Time
SHP_ORD_08586,ORD_08586,FedEx,1999.38,5696.92,1,1,On-Time
SHP_ORD_08587,ORD_08587,DTDC,409.21,1049.64,2,2,On-Time
SHP_ORD_08588,ORD_08588,BlueDart,1623.73,7744.38,4,4,On-Time
SHP_ORD_08589,ORD_08589,BlueDart,1964.29,6121.39,2,2,On-Time
SHP_ORD_08590,ORD_08590,BlueDart,1131.32,5013.60,2,2,On-Time
SHP_ORD_08591,ORD_08591,FedEx,1052.29,5251.68,4,4,On-Time
SHP_ORD_08592,ORD_08592,Delhivery,1501.67,6545.99,3,3,On-Time
SHP_ORD_08593,ORD_08593,DTDC,581.49,1883.40,1,1,On-Time
SHP_ORD_08594,ORD_08594,BlueDart,1293.77,5952.51,1,1,On-Time
SHP_ORD_08595,ORD_08595,FedEx,1048.39,2768.34,3,3,On-Time
SHP_ORD_08596,ORD_08596,DTDC,1459.82,5285.84,4,4,On-Time
SHP_ORD_08597,ORD_08597,BlueDart,275.44,709.92,2,2,On-Time
SHP_ORD_08598,ORD_08598,DTDC,430.36,1524.31,1,1,On-Time
SHP_ORD_08599,ORD_08599,DTDC,440.47,2058.55,2,2,On-Time
SHP_ORD_08600,ORD_08600,FedEx,300.55,1072.63,4,3,Late
SHP_ORD_08601,ORD_08601,DTDC,747.84,2253.15,5,3,Late
SHP_ORD_08602,ORD_08602,Delhivery,953.12,2898.50,3,3,On-Time
SHP_ORD_08603,ORD_08603,FedEx,1569.08,5473.29,1,1,On-Time
SHP_ORD_08604,ORD_08604,Delhivery,120.07,396.29,5,4,Late
SHP_ORD_08605,ORD_08605,FedEx,130.61,549.60,2,2,On-Time
SHP_ORD_08606,ORD_08606,Delhivery,628.87,2051.50,1,1,On-Time
SHP_ORD_08607,ORD_08607,Delhivery,674.52,3139.36,1,1,On-Time
SHP_ORD_08608,ORD_08608,BlueDart,1305.66,5987.91,4,4,On-Time
SHP_ORD_08609,ORD_08609,Delhivery,1159.96,3651.73,4,4,On-Time
SHP_ORD_08610,ORD_08610,Delhivery,49.54,226.76,3,3,On-Time
SHP_ORD_08611,ORD_08611,Delhivery,891.71,2562.24,1,1,On-Time
SHP_ORD_08612,ORD_08612,FedEx,724.84,3441.77,3,3,On-Time
SHP_ORD_08613,ORD_08613,FedEx,135.57,645.90,6,4,Late
SHP_ORD_08614,ORD_08614,DTDC,582.34,1683.19,3,3,On-Time
SHP_ORD_08615,ORD_08615,Delhivery,1040.05,4349.32,3,3,On-Time
SHP_ORD_08616,ORD_08616,DTDC,1570.88,7454.92,2,2,On-Time
SHP_ORD_08617,ORD_08617,BlueDart,220.03,883.31,4,2,Late
SHP_ORD_08618,ORD_08618,Delhivery,1755.83,5150.04,3,3,On-Time
SHP_ORD_08619,ORD_08619,BlueDart,1169.74,3065.16,3,3,On-Time
SHP_ORD_08620,ORD_08620,Delhivery,18.08,65.26,3,3,On-Time
SHP_ORD_08621,ORD_08621,BlueDart,19.57,58.68,1,1,On-Time
SHP_ORD_08622,ORD_08622,BlueDart,954.02,3184.01,3,3,On-Time
SHP_ORD_08623,ORD_08623,BlueDart,623.29,2470.37,1,1,On-Time
SHP_ORD_08624,ORD_08624,BlueDart,1940.51,4949.32,2,2,On-Time
SHP_ORD_08625,ORD_08625,BlueDart,925.06,3078.47,1,1,On-Time
SHP_ORD_08626,ORD_08626,DTDC,735.97,3039.93,1,1,On-Time
SHP_ORD_08627,ORD_08627,FedEx,411.63,1809.51,4,4,On-Time
SHP_ORD_08628,ORD_08628,FedEx,1324.13,5341.12,1,1,On-Time
SHP_ORD_08629,ORD_08629,BlueDart,566.08,2637.52,2,2,On-Time
SHP_ORD_08630,ORD_08630,FedEx,1125.32,4048.30,4,4,On-Time
SHP_ORD_08631,ORD_08631,Delhivery,1262.06,5808.17,1,1,On-Time
SHP_ORD_08632,ORD_08632,FedEx,793.97,3794.89,3,3,On-Time
SHP_ORD_08633,ORD_08633,DTDC,54.68,182.05,1,1,On-Time
SHP_ORD_08634,ORD_08634,BlueDart,1060.41,2973.13,2,2,On-Time
SHP_ORD_08635,ORD_08635,BlueDart,1279.01,4226.93,1,1,On-Time
SHP_ORD_08636,ORD_08636,Delhivery,1558.52,5066.79,1,1,On-Time
SHP_ORD_08637,ORD_08637,FedEx,964.93,3362.54,4,4,On-Time
SHP_ORD_08638,ORD_08638,BlueDart,1552.64,6834.51,1,1,On-Time
SHP_ORD_08639,ORD_08639,BlueDart,709.91,2615.50,2,2,On-Time
SHP_ORD_08640,ORD_08640,FedEx,589.55,2773.04,1,1,On-Time
SHP_ORD_08641,ORD_08641,FedEx,362.57,1688.50,3,3,On-Time
SHP_ORD_08642,ORD_08642,BlueDart,1806.79,5108.13,4,4,On-Time
SHP_ORD_08643,ORD_08643,BlueDart,1396.64,5244.38,1,1,On-Time
SHP_ORD_08644,ORD_08644,BlueDart,689.70,2738.92,3,3,On-Time
SHP_ORD_08645,ORD_08645,Delhivery,213.07,534.26,5,3,Late
SHP_ORD_08646,ORD_08646,DTDC,385.18,1138.70,2,2,On-Time
SHP_ORD_08647,ORD_08647,DTDC,840.22,2265.70,1,1,On-Time
SHP_ORD_08648,ORD_08648,BlueDart,410.92,1122.49,4,3,Late
SHP_ORD_08649,ORD_08649,FedEx,973.15,4053.97,2,2,On-Time
SHP_ORD_08650,ORD_08650,DTDC,1219.99,5570.00,2,2,On-Time
SHP_ORD_08651,ORD_08651,BlueDart,1304.18,3350.34,3,3,On-Time
SHP_ORD_08652,ORD_08652,FedEx,1847.26,4785.00,1,1,On-Time
SHP_ORD_08653,ORD_08653,DTDC,1513.62,5624.90,4,3,Late
SHP_ORD_08654,ORD_08654,BlueDart,1565.92,5617.90,1,1,On-Time
SHP_ORD_08655,ORD_08655,Delhivery,1943.21,9347.48,1,1,On-Time
SHP_ORD_08656,ORD_08656,FedEx,1230.32,4183.51,3,3,On-Time
SHP_ORD_08657,ORD_08657,BlueDart,1578.79,5337.44,5,4,Late
SHP_ORD_08658,ORD_08658,FedEx,632.09,2746.40,2,1,Late
SHP_ORD_08659,ORD_08659,BlueDart,1237.60,3451.88,3,3,On-Time
SHP_ORD_08660,ORD_08660,DTDC,823.46,3941.46,2,2,On-Time
SHP_ORD_08661,ORD_08661,BlueDart,582.53,2668.40,3,3,On-Time
SHP_ORD_08662,ORD_08662,BlueDart,368.02,1223.75,2,2,On-Time
SHP_ORD_08663,ORD_08663,Delhivery,1526.79,5210.28,4,4,On-Time
SHP_ORD_08664,ORD_08664,BlueDart,282.53,1179.49,4,2,Late
SHP_ORD_08665,ORD_08665,FedEx,470.21,1321.49,2,2,On-Time
SHP_ORD_08666,ORD_08666,DTDC,1157.37,4313.53,3,3,On-Time
SHP_ORD_08667,ORD_08667,BlueDart,1557.45,7476.13,2,2,On-Time
SHP_ORD_08668,ORD_08668,BlueDart,851.32,2711.52,6,4,Late
SHP_ORD_08669,ORD_08669,FedEx,585.48,1774.95,2,2,On-Time
SHP_ORD_08670,ORD_08670,FedEx,534.56,1511.55,2,2,On-Time
SHP_ORD_08671,ORD_08671,BlueDart,579.76,2064.92,1,1,On-Time
SHP_ORD_08672,ORD_08672,DTDC,228.68,950.08,3,3,On-Time
SHP_ORD_08673,ORD_08673,BlueDart,1135.00,3323.33,4,4,On-Time
SHP_ORD_08674,ORD_08674,FedEx,670.70,3095.79,1,1,On-Time
SHP_ORD_08675,ORD_08675,Delhivery,735.97,2586.88,2,2,On-Time
SHP_ORD_08676,ORD_08676,FedEx,494.84,2137.67,4,4,On-Time
SHP_ORD_08677,ORD_08677,BlueDart,1597.82,7168.36,2,2,On-Time
SHP_ORD_08678,ORD_08678,Delhivery,324.02,1283.76,4,4,On-Time
SHP_ORD_08679,ORD_08679,Delhivery,951.63,3031.81,3,3,On-Time
SHP_ORD_08680,ORD_08680,BlueDart,498.89,1395.43,4,4,On-Time
SHP_ORD_08681,ORD_08681,Delhivery,1074.84,3818.56,1,1,On-Time
SHP_ORD_08682,ORD_08682,Delhivery,326.89,822.60,5,4,Late
SHP_ORD_08683,ORD_08683,FedEx,1623.67,5682.94,2,2,On-Time
SHP_ORD_08684,ORD_08684,BlueDart,120.89,538.54,1,1,On-Time
SHP_ORD_08685,ORD_08685,FedEx,1607.63,4091.13,2,2,On-Time
SHP_ORD_08686,ORD_08686,BlueDart,1145.07,4250.53,6,4,Late
SHP_ORD_08687,ORD_08687,FedEx,1431.30,4068.86,3,2,Late
SHP_ORD_08688,ORD_08688,DTDC,118.36,428.69,3,3,On-Time
SHP_ORD_08689,ORD_08689,FedEx,765.19,2412.06,5,3,Late
SHP_ORD_08690,ORD_08690,BlueDart,1839.36,5361.65,1,1,On-Time
SHP_ORD_08691,ORD_08691,FedEx,1475.95,4229.16,3,3,On-Time
SHP_ORD_08692,ORD_08692,Delhivery,1439.03,4633.26,3,1,Late
SHP_ORD_08693,ORD_08693,BlueDart,779.79,2497.79,1,1,On-Time
SHP_ORD_08694,ORD_08694,FedEx,788.88,3284.70,2,2,On-Time
SHP_ORD_08695,ORD_08695,BlueDart,1249.71,3682.26,3,3,On-Time
SHP_ORD_08696,ORD_08696,FedEx,306.64,1034.03,4,4,On-Time
SHP_ORD_08697,ORD_08697,DTDC,1880.52,6687.54,1,1,On-Time
SHP_ORD_08698,ORD_08698,Delhivery,682.54,2712.33,4,4,On-Time
SHP_ORD_08699,ORD_08699,Delhivery,1133.67,3887.40,3,3,On-Time
SHP_ORD_08700,ORD_08700,BlueDart,160.20,756.55,4,2,Late
SHP_ORD_08701,ORD_08701,DTDC,448.84,1935.07,1,1,On-Time
SHP_ORD_08702,ORD_08702,BlueDart,300.63,1084.64,2,2,On-Time
SHP_ORD_08703,ORD_08703,FedEx,312.54,1528.92,5,4,Late
SHP_ORD_08704,ORD_08704,DTDC,38.83,105.93,1,1,On-Time
SHP_ORD_08705,ORD_08705,Delhivery,393.14,1438.75,4,4,On-Time
SHP_ORD_08706,ORD_08706,BlueDart,1304.95,5793.52,2,2,On-Time
SHP_ORD_08707,ORD_08707,BlueDart,1485.05,6126.34,3,3,On-Time
SHP_ORD_08708,ORD_08708,FedEx,798.96,3547.33,1,1,On-Time
SHP_ORD_08709,ORD_08709,BlueDart,588.96,2745.78,6,4,Late
SHP_ORD_08710,ORD_08710,BlueDart,1621.25,7806.29,3,3,On-Time
SHP_ORD_08711,ORD_08711,BlueDart,960.56,3095.73,5,4,Late
SHP_ORD_08712,ORD_08712,Delhivery,153.05,509.03,1,1,On-Time
SHP_ORD_08713,ORD_08713,DTDC,1348.90,6318.23,1,1,On-Time
SHP_ORD_08714,ORD_08714,Delhivery,232.09,814.90,3,2,Late
SHP_ORD_08715,ORD_08715,BlueDart,1494.64,7204.26,3,3,On-Time
SHP_ORD_08716,ORD_08716,FedEx,732.06,3571.66,4,4,On-Time
SHP_ORD_08717,ORD_08717,DTDC,382.99,1255.78,3,1,Late
SHP_ORD_08718,ORD_08718,FedEx,776.49,2960.25,1,1,On-Time
SHP_ORD_08719,ORD_08719,DTDC,1043.61,3736.10,4,4,On-Time
SHP_ORD_08720,ORD_08720,FedEx,1818.86,7638.09,2,2,On-Time
SHP_ORD_08721,ORD_08721,BlueDart,934.61,2986.38,2,2,On-Time
SHP_ORD_08722,ORD_08722,BlueDart,1068.63,3985.92,1,1,On-Time
SHP_ORD_08723,ORD_08723,Delhivery,374.59,1102.26,3,3,On-Time
SHP_ORD_08724,ORD_08724,BlueDart,421.40,1196.33,4,4,On-Time
SHP_ORD_08725,ORD_08725,Delhivery,1705.09,8436.73,3,3,On-Time
SHP_ORD_08726,ORD_08726,FedEx,245.23,1201.90,2,2,On-Time
SHP_ORD_08727,ORD_08727,BlueDart,905.09,2755.02,1,1,On-Time
SHP_ORD_08728,ORD_08728,FedEx,1410.48,3812.94,1,1,On-Time
SHP_ORD_08729,ORD_08729,Delhivery,1883.45,6734.49,2,2,On-Time
SHP_ORD_08730,ORD_08730,DTDC,406.81,2017.56,1,1,On-Time
SHP_ORD_08731,ORD_08731,FedEx,1107.87,4718.74,1,1,On-Time
SHP_ORD_08732,ORD_08732,FedEx,274.43,1055.79,1,1,On-Time
SHP_ORD_08733,ORD_08733,DTDC,1653.34,5471.09,1,1,On-Time
SHP_ORD_08734,ORD_08734,BlueDart,1025.69,3125.73,2,2,On-Time
SHP_ORD_08735,ORD_08735,BlueDart,527.18,2632.33,2,2,On-Time
SHP_ORD_08736,ORD_08736,Delhivery,1413.65,5887.47,4,4,On-Time
SHP_ORD_08737,ORD_08737,DTDC,1177.90,2981.75,5,3,Late
SHP_ORD_08738,ORD_08738,Delhivery,61.21,166.45,2,2,On-Time
SHP_ORD_08739,ORD_08739,BlueDart,880.09,3078.45,1,1,On-Time
SHP_ORD_08740,ORD_08740,DTDC,306.50,1068.59,2,2,On-Time
SHP_ORD_08741,ORD_08741,DTDC,91.42,284.75,3,1,Late
SHP_ORD_08742,ORD_08742,BlueDart,650.57,3145.26,3,3,On-Time
SHP_ORD_08743,ORD_08743,Delhivery,1790.82,6355.94,2,2,On-Time
SHP_ORD_08744,ORD_08744,DTDC,1911.97,5149.08,1,1,On-Time
SHP_ORD_08745,ORD_08745,FedEx,1873.44,6049.39,4,2,Late
SHP_ORD_08746,ORD_08746,BlueDart,1180.43,3226.16,4,4,On-Time
SHP_ORD_08747,ORD_08747,FedEx,953.52,2797.01,3,3,On-Time
SHP_ORD_08748,ORD_08748,FedEx,677.10,2325.56,6,4,Late
SHP_ORD_08749,ORD_08749,DTDC,1389.52,4674.05,2,2,On-Time
SHP_ORD_08750,ORD_08750,FedEx,1191.63,5518.52,3,3,On-Time
SHP_ORD_08751,ORD_08751,BlueDart,623.68,1581.02,1,1,On-Time
SHP_ORD_08752,ORD_08752,Delhivery,1237.86,3414.61,4,4,On-Time
SHP_ORD_08753,ORD_08753,BlueDart,961.03,2966.17,2,2,On-Time
SHP_ORD_08754,ORD_08754,Delhivery,715.20,1791.83,3,3,On-Time
SHP_ORD_08755,ORD_08755,DTDC,1302.61,4761.77,4,2,Late
SHP_ORD_08756,ORD_08756,FedEx,1746.04,6438.89,4,4,On-Time
SHP_ORD_08757,ORD_08757,DTDC,837.88,3444.68,3,3,On-Time
SHP_ORD_08758,ORD_08758,DTDC,823.84,2306.59,1,1,On-Time
SHP_ORD_08759,ORD_08759,Delhivery,994.35,4129.83,1,1,On-Time
SHP_ORD_08760,ORD_08760,BlueDart,355.05,982.42,3,3,On-Time
SHP_ORD_08761,ORD_08761,BlueDart,1577.53,5796.59,4,2,Late
SHP_ORD_08762,ORD_08762,BlueDart,765.52,3039.63,1,1,On-Time
SHP_ORD_08763,ORD_08763,DTDC,257.01,1281.56,3,3,On-Time
SHP_ORD_08764,ORD_08764,BlueDart,1633.26,6481.28,1,1,On-Time
SHP_ORD_08765,ORD_08765,BlueDart,469.87,2261.94,1,1,On-Time
SHP_ORD_08766,ORD_08766,FedEx,999.66,4713.08,4,4,On-Time
SHP_ORD_08767,ORD_08767,BlueDart,1877.29,7388.29,3,3,On-Time
SHP_ORD_08768,ORD_08768,BlueDart,1521.07,4774.16,3,3,On-Time
SHP_ORD_08769,ORD_08769,BlueDart,1468.30,6032.65,1,1,On-Time
SHP_ORD_08770,ORD_08770,DTDC,1849.40,5623.42,4,4,On-Time
SHP_ORD_08771,ORD_08771,Delhivery,1124.03,3028.02,1,1,On-Time
SHP_ORD_08772,ORD_08772,BlueDart,1697.93,5910.44,1,1,On-Time
SHP_ORD_08773,ORD_08773,DTDC,1393.61,4450.82,4,2,Late
SHP_ORD_08774,ORD_08774,DTDC,1135.22,3396.52,1,1,On-Time
SHP_ORD_08775,ORD_08775,Delhivery,1997.61,8279.17,1,1,On-Time
SHP_ORD_08776,ORD_08776,FedEx,757.12,2575.20,1,1,On-Time
SHP_ORD_08777,ORD_08777,BlueDart,1711.59,6109.51,3,3,On-Time
SHP_ORD_08778,ORD_08778,FedEx,1333.51,3421.02,1,1,On-Time
SHP_ORD_08779,ORD_08779,FedEx,533.34,1781.26,4,4,On-Time
SHP_ORD_08780,ORD_08780,DTDC,1928.11,7075.41,3,3,On-Time
SHP_ORD_08781,ORD_08781,FedEx,360.93,1198.27,3,3,On-Time
SHP_ORD_08782,ORD_08782,FedEx,156.52,568.12,1,1,On-Time
SHP_ORD_08783,ORD_08783,DTDC,521.91,1337.91,1,1,On-Time
SHP_ORD_08784,ORD_08784,FedEx,1471.60,6975.95,1,1,On-Time
SHP_ORD_08785,ORD_08785,FedEx,76.28,266.66,3,3,On-Time
SHP_ORD_08786,ORD_08786,BlueDart,1152.61,5067.18,2,2,On-Time
SHP_ORD_08787,ORD_08787,DTDC,788.70,2766.84,2,2,On-Time
SHP_ORD_08788,ORD_08788,Delhivery,579.64,1861.66,1,1,On-Time
SHP_ORD_08789,ORD_08789,Delhivery,652.94,3031.43,5,4,Late
SHP_ORD_08790,ORD_08790,FedEx,1694.80,6846.00,1,1,On-Time
SHP_ORD_08791,ORD_08791,DTDC,89.27,308.04,2,2,On-Time
SHP_ORD_08792,ORD_08792,Delhivery,834.37,3917.24,1,1,On-Time
SHP_ORD_08793,ORD_08793,DTDC,1005.80,3700.08,3,1,Late
SHP_ORD_08794,ORD_08794,Delhivery,523.67,1683.21,4,4,On-Time
SHP_ORD_08795,ORD_08795,Delhivery,275.36,948.32,3,3,On-Time
SHP_ORD_08796,ORD_08796,Delhivery,1284.74,3894.87,1,1,On-Time
SHP_ORD_08797,ORD_08797,FedEx,242.34,1076.60,3,3,On-Time
SHP_ORD_08798,ORD_08798,BlueDart,128.75,570.65,2,2,On-Time
SHP_ORD_08799,ORD_08799,BlueDart,1386.88,5901.53,3,2,Late
SHP_ORD_08800,ORD_08800,BlueDart,1938.68,4849.07,3,3,On-Time
SHP_ORD_08801,ORD_08801,FedEx,665.37,1885.00,3,3,On-Time
SHP_ORD_08802,ORD_08802,BlueDart,1133.79,5373.46,3,3,On-Time
SHP_ORD_08803,ORD_08803,DTDC,1311.16,6284.81,1,1,On-Time
SHP_ORD_08804,ORD_08804,DTDC,1983.20,8325.26,1,1,On-Time
SHP_ORD_08805,ORD_08805,Delhivery,1678.64,5084.93,2,2,On-Time
SHP_ORD_08806,ORD_08806,DTDC,1762.51,5796.02,2,2,On-Time
SHP_ORD_08807,ORD_08807,FedEx,908.31,3464.98,2,2,On-Time
SHP_ORD_08808,ORD_08808,DTDC,1291.81,3780.71,2,2,On-Time
SHP_ORD_08809,ORD_08809,BlueDart,1175.21,5747.80,2,2,On-Time
SHP_ORD_08810,ORD_08810,Delhivery,954.45,4243.71,3,3,On-Time
SHP_ORD_08811,ORD_08811,Delhivery,1564.02,6404.55,3,3,On-Time
SHP_ORD_08812,ORD_08812,Delhivery,198.50,516.78,2,2,On-Time
SHP_ORD_08813,ORD_08813,Delhivery,560.85,2292.40,4,4,On-Time
SHP_ORD_08814,ORD_08814,DTDC,1058.95,3975.96,1,1,On-Time
SHP_ORD_08815,ORD_08815,Delhivery,1197.27,3930.28,3,3,On-Time
SHP_ORD_08816,ORD_08816,Delhivery,1243.85,3505.45,4,4,On-Time
SHP_ORD_08817,ORD_08817,Delhivery,1309.43,3893.88,2,2,On-Time
SHP_ORD_08818,ORD_08818,BlueDart,1454.22,6509.34,1,1,On-Time
SHP_ORD_08819,ORD_08819,BlueDart,645.10,3162.72,3,2,Late
SHP_ORD_08820,ORD_08820,Delhivery,1834.42,5956.69,2,2,On-Time
SHP_ORD_08821,ORD_08821,BlueDart,1496.44,7407.40,1,1,On-Time
SHP_ORD_08822,ORD_08822,DTDC,1444.00,5569.07,1,1,On-Time
SHP_ORD_08823,ORD_08823,FedEx,1665.56,7029.27,3,3,On-Time
SHP_ORD_08824,ORD_08824,BlueDart,250.08,1201.63,3,3,On-Time
SHP_ORD_08825,ORD_08825,DTDC,1138.30,5349.03,1,1,On-Time
SHP_ORD_08826,ORD_08826,FedEx,303.40,1185.78,5,3,Late
SHP_ORD_08827,ORD_08827,BlueDart,1810.03,8570.66,4,4,On-Time
SHP_ORD_08828,ORD_08828,DTDC,1975.31,9197.12,3,2,Late
SHP_ORD_08829,ORD_08829,DTDC,1665.56,8327.39,4,4,On-Time
SHP_ORD_08830,ORD_08830,BlueDart,1211.90,5664.69,4,4,On-Time
SHP_ORD_08831,ORD_08831,FedEx,893.94,4368.99,2,2,On-Time
SHP_ORD_08832,ORD_08832,Delhivery,1734.75,8643.17,6,4,Late
SHP_ORD_08833,ORD_08833,DTDC,1952.96,5955.96,3,3,On-Time
SHP_ORD_08834,ORD_08834,BlueDart,570.48,1473.49,1,1,On-Time
SHP_ORD_08835,ORD_08835,DTDC,1331.43,5526.31,4,4,On-Time
SHP_ORD_08836,ORD_08836,DTDC,844.45,2442.26,6,4,Late
SHP_ORD_08837,ORD_08837,Delhivery,1931.17,9063.05,4,4,On-Time
SHP_ORD_08838,ORD_08838,Delhivery,1783.32,7669.17,1,1,On-Time
SHP_ORD_08839,ORD_08839,BlueDart,244.73,683.67,2,1,Late
SHP_ORD_08840,ORD_08840,Delhivery,1194.95,5890.56,4,4,On-Time
SHP_ORD_08841,ORD_08841,DTDC,1034.38,4501.64,4,4,On-Time
SHP_ORD_08842,ORD_08842,BlueDart,1690.56,5912.64,3,3,On-Time
SHP_ORD_08843,ORD_08843,BlueDart,1742.26,5516.25,1,1,On-Time
SHP_ORD_08844,ORD_08844,Delhivery,268.11,717.24,4,2,Late
SHP_ORD_08845,ORD_08845,DTDC,1380.63,6605.84,3,2,Late
SHP_ORD_08846,ORD_08846,FedEx,1066.73,3917.07,4,4,On-Time
SHP_ORD_08847,ORD_08847,BlueDart,460.00,1925.05,2,2,On-Time
SHP_ORD_08848,ORD_08848,DTDC,1835.44,8422.16,1,1,On-Time
SHP_ORD_08849,ORD_08849,Delhivery,704.62,2567.42,1,1,On-Time
SHP_ORD_08850,ORD_08850,Delhivery,259.04,810.23,4,4,On-Time
SHP_ORD_08851,ORD_08851,BlueDart,1267.94,4524.07,3,3,On-Time
SHP_ORD_08852,ORD_08852,Delhivery,793.99,2383.82,2,2,On-Time
SHP_ORD_08853,ORD_08853,Delhivery,874.15,2625.83,4,4,On-Time
SHP_ORD_08854,ORD_08854,BlueDart,1572.71,3957.01,3,3,On-Time
SHP_ORD_08855,ORD_08855,BlueDart,122.41,543.71,4,2,Late
SHP_ORD_08856,ORD_08856,BlueDart,1782.77,8323.64,4,4,On-Time
SHP_ORD_08857,ORD_08857,FedEx,791.48,3226.82,4,4,On-Time
SHP_ORD_08858,ORD_08858,BlueDart,1775.68,4938.65,1,1,On-Time
SHP_ORD_08859,ORD_08859,DTDC,523.14,2426.14,3,2,Late
SHP_ORD_08860,ORD_08860,BlueDart,1837.56,5997.69,4,4,On-Time
SHP_ORD_08861,ORD_08861,DTDC,526.69,2083.48,3,3,On-Time
SHP_ORD_08862,ORD_08862,Delhivery,1592.99,7851.11,2,2,On-Time
SHP_ORD_08863,ORD_08863,Delhivery,1829.11,8670.55,3,3,On-Time
SHP_ORD_08864,ORD_08864,Delhivery,1187.83,3138.20,2,2,On-Time
SHP_ORD_08865,ORD_08865,DTDC,1371.13,5591.46,2,2,On-Time
SHP_ORD_08866,ORD_08866,Delhivery,578.21,2709.10,2,2,On-Time
SHP_ORD_08867,ORD_08867,BlueDart,1958.51,8301.89,2,2,On-Time
SHP_ORD_08868,ORD_08868,Delhivery,669.54,3304.06,3,3,On-Time
SHP_ORD_08869,ORD_08869,DTDC,761.17,2787.50,3,3,On-Time
SHP_ORD_08870,ORD_08870,DTDC,1426.01,6544.70,3,3,On-Time
SHP_ORD_08871,ORD_08871,DTDC,504.22,1441.61,4,4,On-Time
SHP_ORD_08872,ORD_08872,FedEx,1969.38,8604.02,1,1,On-Time
SHP_ORD_08873,ORD_08873,BlueDart,1449.37,3701.41,5,4,Late
SHP_ORD_08874,ORD_08874,Delhivery,1728.60,7143.74,1,1,On-Time
SHP_ORD_08875,ORD_08875,Delhivery,256.68,870.43,2,2,On-Time
SHP_ORD_08876,ORD_08876,Delhivery,1046.40,4973.07,1,1,On-Time
SHP_ORD_08877,ORD_08877,Delhivery,1176.40,5101.44,2,2,On-Time
SHP_ORD_08878,ORD_08878,Delhivery,1980.87,5274.56,4,4,On-Time
SHP_ORD_08879,ORD_08879,BlueDart,1903.48,5885.70,3,3,On-Time
SHP_ORD_08880,ORD_08880,FedEx,252.64,902.72,1,1,On-Time
SHP_ORD_08881,ORD_08881,FedEx,852.70,2307.85,3,3,On-Time
SHP_ORD_08882,ORD_08882,BlueDart,381.56,1646.33,2,1,Late
SHP_ORD_08883,ORD_08883,BlueDart,930.17,3206.40,3,3,On-Time
SHP_ORD_08884,ORD_08884,BlueDart,545.80,1629.72,3,3,On-Time
SHP_ORD_08885,ORD_08885,FedEx,558.76,2711.79,3,2,Late
SHP_ORD_08886,ORD_08886,BlueDart,754.57,2421.61,2,2,On-Time
SHP_ORD_08887,ORD_08887,BlueDart,1510.18,5536.60,4,4,On-Time
SHP_ORD_08888,ORD_08888,DTDC,19.37,81.65,3,3,On-Time
SHP_ORD_08889,ORD_08889,BlueDart,364.89,1355.14,3,3,On-Time
SHP_ORD_08890,ORD_08890,Delhivery,1133.76,3844.81,2,2,On-Time
SHP_ORD_08891,ORD_08891,DTDC,1350.18,6480.93,3,3,On-Time
SHP_ORD_08892,ORD_08892,FedEx,1286.11,4734.40,4,4,On-Time
SHP_ORD_08893,ORD_08893,BlueDart,1031.02,3803.21,2,2,On-Time
SHP_ORD_08894,ORD_08894,BlueDart,223.52,941.92,1,1,On-Time
SHP_ORD_08895,ORD_08895,FedEx,951.64,4545.07,3,3,On-Time
SHP_ORD_08896,ORD_08896,FedEx,1149.55,3872.63,4,4,On-Time
SHP_ORD_08897,ORD_08897,Delhivery,1987.41,5960.98,1,1,On-Time
SHP_ORD_08898,ORD_08898,FedEx,1593.94,4479.77,1,1,On-Time
SHP_ORD_08899,ORD_08899,FedEx,76.93,324.64,1,1,On-Time
SHP_ORD_08900,ORD_08900,BlueDart,1367.55,3484.64,3,3,On-Time
SHP_ORD_08901,ORD_08901,FedEx,1677.38,5064.02,1,1,On-Time
SHP_ORD_08902,ORD_08902,BlueDart,365.53,965.78,3,3,On-Time
SHP_ORD_08903,ORD_08903,DTDC,254.85,641.36,1,1,On-Time
SHP_ORD_08904,ORD_08904,FedEx,954.35,3080.95,1,1,On-Time
SHP_ORD_08905,ORD_08905,DTDC,339.01,1538.49,1,1,On-Time
SHP_ORD_08906,ORD_08906,Delhivery,303.11,969.71,4,4,On-Time
SHP_ORD_08907,ORD_08907,BlueDart,1866.65,5907.04,2,2,On-Time
SHP_ORD_08908,ORD_08908,Delhivery,656.07,2101.60,3,3,On-Time
SHP_ORD_08909,ORD_08909,BlueDart,1897.32,5768.90,4,4,On-Time
SHP_ORD_08910,ORD_08910,FedEx,284.16,1319.47,5,3,Late
SHP_ORD_08911,ORD_08911,BlueDart,1424.54,4282.78,4,4,On-Time
